,pc1_var,pc1_cosine_to_fullsample
2018-08-07,0.515414083747318,0.1760648025405892
2018-08-08,0.5146991601159088,0.176586882248338
2018-08-13,0.5156128754139027,0.1782304940322089
2018-08-14,0.5180287765586983,0.17581245134286988
2018-08-15,0.5181596664600093,0.1749706181192011
2018-08-16,0.5178792988532093,0.1713935632459297
2018-08-17,0.5183530568139761,0.1747201916024794
2018-08-20,0.5206817980047619,0.16812635396321532
2018-08-21,0.5206607822796355,0.16526183936697234
2018-08-22,0.5242242120771252,0.16995339559167838
2018-08-23,0.5243424844290322,0.16901620750642912
2018-08-24,0.525888061929666,0.1642426535077589
2018-08-27,0.5278759986978737,0.16630554314299853
2018-08-28,0.5292536064248259,0.1689193626858363
2018-08-29,0.5291206254250325,0.16924119462262896
2018-08-30,0.5286232142806401,0.16930471327486693
2018-08-31,0.528753283011738,0.1771793872263239
2018-09-03,0.5288400559465247,0.1806969955256517
2018-09-04,0.5298821298566021,0.18114349858021458
2018-09-05,0.5302661929614307,0.18394831119568023
2018-09-06,0.5288872751799677,0.1857003314676419
2018-09-07,0.5284700997309046,0.184859522146187
2018-09-10,0.5292726127714497,0.19226385540767896
2018-09-11,0.5297975688804168,0.19269519193890203
2018-09-12,0.5306503946078849,0.19024668056543767
2018-09-13,0.5292219282903201,0.19419610458171152
2018-09-14,0.5300227082470433,0.1916879126637031
2018-09-17,0.5305408453271798,0.19003059176231069
2018-09-18,0.530870793901948,0.18943447544621422
2018-09-19,0.5309261387243244,0.19012995854558343
2018-09-20,0.5303577429090084,0.19188118065322837
2018-09-21,0.5308960876383868,0.19108809144712227
2018-09-26,0.5316696491706603,0.19064671078334722
2018-09-27,0.5324239032039756,0.19332029435236048
2018-09-28,0.5330209003876702,0.19453604120459142
2018-10-09,0.5322772736972804,0.19857314272448903
2018-10-10,0.5338150832218381,0.19633283211388508
2018-10-11,0.5338448720401551,0.1964425300826797
2018-10-12,0.533822129354239,0.1979238831978073
2018-10-15,0.534818322612914,0.19813121741428236
2018-10-16,0.5349307301877684,0.19894769490170675
2018-10-17,0.5390230758626571,0.20013112921949716
2018-10-18,0.5397782460687905,0.20023061098014963
2018-10-19,0.539343097273921,0.19720369327010603
2018-10-22,0.5385599590893173,0.19591852465919563
2018-10-23,0.540700574700985,0.1926868238653879
2018-10-24,0.5414804736450587,0.19097492686874268
2018-10-25,0.5389882051279105,0.19215941283792384
2018-10-26,0.5398536696197741,0.19638853402931225
2018-10-29,0.5402900739622565,0.19845605773954725
2018-10-30,0.5402775228508416,0.19478094161264597
2018-10-31,0.5403266198983969,0.19480886951047113
2018-11-01,0.5405169922117843,0.19539437533732784
2018-11-02,0.539983546163313,0.19453018487373536
2018-11-05,0.5384312302661052,0.19640491636772742
2018-11-06,0.5393703671095643,0.1950797929021362
2018-11-07,0.5393801456437954,0.1939950675530887
2018-11-08,0.541476260163249,0.18936034448507902
2018-11-09,0.5423479635239584,0.18921920558703686
2018-11-12,0.5417058675582791,0.19111220725303282
2018-11-13,0.5418271158482103,0.19175697679189915
2018-11-14,0.5413479703857415,0.1930086107700301
2018-11-15,0.5458540318349561,0.20159286243057925
2018-11-16,0.5459342305832325,0.20241454954866944
2018-11-27,0.5443772314289184,0.20534334335838292
2018-11-28,0.5416413288327905,0.20351036568448527
2018-11-29,0.5419896581896213,0.20258173162299703
2018-11-30,0.5436044510853606,0.207166030791529
2018-12-05,0.545260118660444,0.20693659644979423
2018-12-12,0.5453948060048179,0.20775335883960655
2018-12-13,0.5452875995878297,0.20746272079272277
2018-12-14,0.5436291144124412,0.21046987488992555
2018-12-17,0.5450348357237017,0.21252159288098216
2018-12-18,0.5448887614310728,0.2190494266018919
2018-12-19,0.5362910438214653,0.2332043267834297
2018-12-20,0.5356894601747646,0.23453489591646248
2018-12-21,0.5348987037199137,0.2343477106000581
2019-01-08,0.5341311415077145,0.2356172732992272
2019-01-09,0.5316762754309501,0.2398973851771073
2019-01-17,0.5331330800623402,0.23928830634915751
2019-01-18,0.5322597750243772,0.24033621035296016
2019-01-21,0.5316101513152839,0.24290688937934166
2019-01-22,0.5328179841395749,0.24159979711216298
2019-01-23,0.5330540119474283,0.23888041681267086
2019-01-24,0.5294835731461972,0.23811111276895547
2019-01-25,0.5297548917518676,0.2383260988120616
2019-01-28,0.5283347127734834,0.22907119522935596
2019-01-29,0.5288660258154553,0.2290095714073777
2019-02-21,0.5287507895442155,0.22954012845724445
2019-02-22,0.5275814096547088,0.2306125819805184
2019-02-25,0.5262100651294613,0.22951035951458815
2019-02-28,0.5267255968803339,0.23630734765045205
2019-03-01,0.5277995064645605,0.24058238325666254
2019-03-13,0.5271734454058329,0.24484902915513357
2019-03-14,0.5258341826403797,0.2450984328347342
2019-03-25,0.5258372399982257,0.2452610599820708
2019-03-26,0.5255754644403147,0.2528557248373954
2019-03-27,0.5246882759069044,0.2542391508129773
2019-03-28,0.5225792015417641,0.2579294722642726
2019-03-29,0.5217904886169568,0.2561927241424661
2019-04-01,0.523015786491023,0.2566521977543992
2019-04-02,0.5245645609276472,0.2707574075018691
2019-04-03,0.5181389588660139,0.2735745213620011
2019-04-04,0.5176412302632956,0.27968295393094533
2019-04-09,0.5206389921329332,0.27271797560988076
2019-04-10,0.5219402045191929,0.26707047094970154
2019-04-11,0.5225012099788024,0.26362678085934266
2019-04-12,0.5241935421105239,0.2655269893008809
2019-04-15,0.5215830730250735,0.26465328203929744
2019-04-16,0.5246685306288192,0.26666214031113267
2019-04-25,0.5258615351346099,0.2643772864255313
2019-04-30,0.5263744870059034,0.26236720021582466
2019-05-21,0.5261063391946698,0.2616982937772036
2019-05-22,0.5253912120128271,0.26269799676857236
2019-05-23,0.5248449756711383,0.2618746760785688
2019-05-24,0.5239906326914703,0.2661047692661431
2019-05-27,0.5243342421559563,0.26752422949128923
2019-05-28,0.5253580973168585,0.26497916204000127
2019-05-29,0.5238080987092965,0.2683650417442351
2019-05-30,0.5254876343952221,0.2705607062748973
2019-05-31,0.524655670470588,0.2706349207954463
2019-06-03,0.5186518609283872,0.274967819417011
2019-06-04,0.5178119943424289,0.2755532498436997
2019-06-05,0.5166655729331282,0.27259608359470544
2019-06-06,0.5141451685101482,0.2700090665508027
2019-06-11,0.5140617470944094,0.27131179025723723
2019-06-12,0.5148924970021436,0.2700714043493233
2019-06-13,0.5148297898550689,0.2718964245939546
2019-06-14,0.5147504780413419,0.2699510210615636
2019-06-17,0.5148294076936445,0.27043040101409827
2019-06-18,0.5150047964254714,0.27026260006870834
2019-06-19,0.512475376177599,0.27627008085531646
2019-06-20,0.5099111045820726,0.27292839744406855
2019-06-21,0.5086798569204116,0.2776516603442929
2019-06-24,0.5089922748737997,0.2770997403858902
2019-06-25,0.5099715991999142,0.2770842558593715
2019-06-26,0.5104057073591576,0.2762292703266237
2019-06-27,0.5088651180297572,0.28092860883920356
2019-06-28,0.5148811805613193,0.2797152916219994
2019-07-01,0.5159227403772956,0.2800725205338822
2019-07-02,0.5155866648481251,0.2800205956380998
2019-07-03,0.5240961673420715,0.2842851733879618
2019-07-04,0.5278956801523705,0.2838895627820628
2019-07-05,0.5290380401385997,0.28516444196806656
2019-07-08,0.5279319371945986,0.2915662808150985
2019-07-09,0.5281042992059113,0.29376855769821936
2019-07-10,0.5277875861035131,0.2930629652833156
2019-07-11,0.5253656962383068,0.2925239066894899
2019-07-12,0.5233735124989775,0.287012305079707
